"","ID","Date","URL","Y/N - Describes a Lynching?","Notes","Reviewed by TE","Notes from TE","rsw questions","...1","...2","article_id","sn","newspaper_name","year","month","day","page","edition","mod_id","newspaper_state","file_id2","index"
"290",16963,1850-12-07,"https://articleextractor.org/pages/16963/ohi_ingstad_ver01/sn85026051/1850/12/07/ed-1/seq-2/1",NA,NA,NA,NA,NA,1849,495410,0,"sn85026051","Fremont weekly freeman (Fremont, Sandus...)",1850,12,7,"seq-2","ed-1",1,"Ohio","16963_0",1018
"291",16964,1851-02-06,"https://articleextractor.org/pages/16964/lu_diglett_ver01/sn82015378/1851/02/06/ed-1/seq-1/1",NA,NA,NA,NA,NA,1850,226179,0,"sn82015378","The daily crescent ([New Orleans, L...)",1851,2,6,"seq-1","ed-1",1,"Louisiana","16964_0",1019
"292",16965,1851-02-08,"https://articleextractor.org/pages/16965/txdn_eastland_ver01/sn83025730/1851/02/08/ed-1/seq-2/1",NA,NA,NA,NA,NA,1851,602383,0,"sn83025730","The Texas Republican (Marshall, Tex.)",1851,2,8,"seq-2","ed-1",1,"Texas","16965_0",1020
"293",16966,1851-02-28,"https://articleextractor.org/pages/16966/msar_lightningbolt_ver03/sn83016794/1851/02/28/ed-1/seq-2/1",NA,NA,NA,NA,NA,1852,341325,0,"sn83016794","Flag of the Union (Jackson, Miss.)",1851,2,28,"seq-2","ed-1",1,"Mississippi","16966_0",1021
"294",16966,1851-02-28,"https://articleextractor.org/pages/16966/msar_lightningbolt_ver03/sn83016794/1851/02/28/ed-1/seq-2/1",NA,NA,NA,NA,NA,1853,341326,1,"sn83016794","Flag of the Union (Jackson, Miss.)",1851,2,28,"seq-2","ed-1",1,"Mississippi","16966_1",1022
"295",16966,1851-02-28,"https://articleextractor.org/pages/16966/msar_lightningbolt_ver03/sn83016794/1851/02/28/ed-1/seq-2/1",NA,NA,NA,NA,NA,1854,341328,2,"sn83016794","Flag of the Union (Jackson, Miss.)",1851,2,28,"seq-2","ed-1",1,"Mississippi","16966_2",1023
"296",16966,1851-02-28,"https://articleextractor.org/pages/16966/msar_lightningbolt_ver03/sn83016794/1851/02/28/ed-1/seq-2/1",NA,NA,NA,NA,NA,1855,341331,3,"sn83016794","Flag of the Union (Jackson, Miss.)",1851,2,28,"seq-2","ed-1",1,"Mississippi","16966_3",1024
"297",16968,1851-03-31,"https://articleextractor.org/pages/16968/dlc_elf_ver03/sn82014764/1851/03/31/ed-1/seq-3/1",NA,NA,NA,NA,NA,1856,43875,0,"sn82014764","The southern press (Washington [D.C...)",1851,3,31,"seq-3","ed-1",1,"District of Columbia","16968_0",1025
"298",16969,1851-04-08,"https://articleextractor.org/pages/16969/dlc_elf_ver03/sn82014764/1851/04/08/ed-1/seq-3/1",NA,NA,NA,NA,NA,1857,43911,0,"sn82014764","The southern press (Washington [D.C...)",1851,4,8,"seq-3","ed-1",1,"District of Columbia","16969_0",1026
"299",16971,1851-03-12,"https://articleextractor.org/pages/16971/ohi_byrd_ver01/sn85038115/1851/03/12/ed-1/seq-1/1",NA,NA,NA,NA,NA,1858,472873,0,"sn85038115","The spirit of democracy (Woodsfield, Ohi...)",1851,3,12,"seq-1","ed-1",1,"Ohio","16971_0",1027
"300",16971,1851-03-12,"https://articleextractor.org/pages/16971/ohi_byrd_ver01/sn85038115/1851/03/12/ed-1/seq-1/1",NA,NA,NA,NA,NA,1859,472876,1,"sn85038115","The spirit of democracy (Woodsfield, Ohi...)",1851,3,12,"seq-1","ed-1",1,"Ohio","16971_1",1028
"301",16971,1851-03-12,"https://articleextractor.org/pages/16971/ohi_byrd_ver01/sn85038115/1851/03/12/ed-1/seq-1/1",NA,NA,NA,NA,NA,1860,472874,2,"sn85038115","The spirit of democracy (Woodsfield, Ohi...)",1851,3,12,"seq-1","ed-1",1,"Ohio","16971_2",1029
"302",16973,1851-04-10,"https://articleextractor.org/pages/16973/dlc_laceflower_ver01/sn83030313/1851/04/10/ed-1/seq-4/1",NA,NA,NA,NA,NA,1861,53695,0,"sn83030313","The New York herald (New York [N.Y.])",1851,4,10,"seq-4","ed-1",1,"New York","16973_0",1030
"303",16974,1851-04-10,"https://articleextractor.org/pages/16974/in_harrison_ver01/sn82015672/1851/04/10/ed-1/seq-2/1",NA,NA,NA,NA,NA,1862,163134,0,"sn82015672","The Evansville daily journal (Evansville, Ia....)",1851,4,10,"seq-2","ed-1",1,"Indiana","16974_0",1031
"304",16974,1851-04-10,"https://articleextractor.org/pages/16974/in_harrison_ver01/sn82015672/1851/04/10/ed-1/seq-2/1",NA,NA,NA,NA,NA,1863,163137,1,"sn82015672","The Evansville daily journal (Evansville, Ia....)",1851,4,10,"seq-2","ed-1",1,"Indiana","16974_1",1032
"305",16975,1851-04-12,"https://articleextractor.org/pages/16975/vi_icelandic_ver01/sn84024692/1851/04/12/ed-1/seq-1/1",NA,NA,NA,NA,NA,1864,636100,0,"sn84024692","Richmond daily times (Richmond [Va.])",1851,4,12,"seq-1","ed-1",1,"Virginia","16975_0",1033
"306",16975,1851-04-12,"https://articleextractor.org/pages/16975/vi_icelandic_ver01/sn84024692/1851/04/12/ed-1/seq-1/1",NA,NA,NA,NA,NA,1865,636104,1,"sn84024692","Richmond daily times (Richmond [Va.])",1851,4,12,"seq-1","ed-1",1,"Virginia","16975_1",1034
"307",16975,1851-04-12,"https://articleextractor.org/pages/16975/vi_icelandic_ver01/sn84024692/1851/04/12/ed-1/seq-1/1",NA,NA,NA,NA,NA,1866,636106,2,"sn84024692","Richmond daily times (Richmond [Va.])",1851,4,12,"seq-1","ed-1",1,"Virginia","16975_2",1035
"308",16976,1851-04-18,"https://articleextractor.org/pages/16976/iahi_bellsprout_ver01/sn86081965/1851/04/18/ed-1/seq-2/1",NA,NA,NA,NA,NA,1867,94614,0,"sn86081965",NA,1851,4,18,"seq-2","ed-1",1,"Iowa","16976_0",1036
"309",16976,1851-04-18,"https://articleextractor.org/pages/16976/iahi_bellsprout_ver01/sn86081965/1851/04/18/ed-1/seq-2/1",NA,NA,NA,NA,NA,1868,94605,1,"sn86081965",NA,1851,4,18,"seq-2","ed-1",1,"Iowa","16976_1",1037
"310",16977,1851-04-21,"https://articleextractor.org/pages/16977/vi_crawdads_ver01/sn85025007/1851/04/21/ed-1/seq-2/1",NA,NA,NA,NA,NA,1869,629856,0,"sn85025007","Alexandria gazette (Alexandria, D.C...)",1851,4,21,"seq-2","ed-1",1,"District of Columbia","16977_0",1038
"311",16977,1851-04-21,"https://articleextractor.org/pages/16977/vi_crawdads_ver01/sn85025007/1851/04/21/ed-1/seq-2/1",NA,NA,NA,NA,NA,1870,629858,1,"sn85025007","Alexandria gazette (Alexandria, D.C...)",1851,4,21,"seq-2","ed-1",1,"District of Columbia","16977_1",1039
"312",16978,1851-04-23,"https://articleextractor.org/pages/16978/in_fairmount_ver02/sn87056240/1851/04/23/ed-1/seq-2/1",NA,NA,NA,NA,NA,1871,162231,0,"sn87056240",NA,1851,4,23,"seq-2","ed-1",1,"Indiana","16978_0",1040
"313",16979,1851-04-23,"https://articleextractor.org/pages/16979/ohi_byrd_ver01/sn85038115/1851/04/23/ed-1/seq-3/1",NA,NA,NA,NA,NA,1872,472904,0,"sn85038115","The spirit of democracy (Woodsfield, Ohi...)",1851,4,23,"seq-3","ed-1",1,"Ohio","16979_0",1041
"314",16981,1852-01-15,"https://articleextractor.org/pages/16981/iahi_bellsprout_ver01/sn86081965/1852/01/15/ed-1/seq-3/1",NA,NA,NA,NA,NA,1873,95663,0,"sn86081965",NA,1852,1,15,"seq-3","ed-1",1,"Iowa","16981_0",1042
"315",16982,1852-01-21,"https://articleextractor.org/pages/16982/lu_pearse_ver01/sn82015753/1852/01/21/ed-1/seq-3/1",NA,NA,NA,NA,NA,1874,227444,0,"sn82015753","New Orleans daily crescent ([New Orleans, L...)",1852,1,21,"seq-3","ed-1",1,"Louisiana","16982_0",1043
"316",16983,1852-01-27,"https://articleextractor.org/pages/16983/mimtptc_beulah_ver01/sn85033637/1852/01/27/ed-1/seq-1/1",NA,NA,NA,NA,NA,1875,236423,0,"sn85033637","The Hillsdale standard (Hillsdale, Mich...)",1852,1,27,"seq-1","ed-1",1,"Michigan","16983_0",1044
"317",16985,1852-02-03,"https://articleextractor.org/pages/16985/vi_icelandic_ver01/sn84024692/1852/02/03/ed-1/seq-3/1",NA,NA,NA,NA,NA,1876,636424,0,"sn84024692","Richmond daily times (Richmond [Va.])",1852,2,3,"seq-3","ed-1",1,"Virginia","16985_0",1045
"318",16986,1852-02-10,"https://articleextractor.org/pages/16986/mimtptc_beulah_ver01/sn85033637/1852/02/10/ed-1/seq-1/1",NA,NA,NA,NA,NA,1877,236437,0,"sn85033637","The Hillsdale standard (Hillsdale, Mich...)",1852,2,10,"seq-1","ed-1",1,"Michigan","16986_0",1046
"319",16987,1852-03-13,"https://articleextractor.org/pages/16987/vi_icelandic_ver01/sn84024692/1852/03/13/ed-1/seq-2/1",NA,NA,NA,NA,NA,1878,636445,0,"sn84024692","Richmond daily times (Richmond [Va.])",1852,3,13,"seq-2","ed-1",1,"Virginia","16987_0",1047
"320",16988,1852-03-15,"https://articleextractor.org/pages/16988/vi_manowar_ver01/sn84024738/1852/03/15/ed-1/seq-2/1",NA,NA,NA,NA,NA,1879,639034,0,"sn84024738","The daily dispatch (Richmond [Va.])",1852,3,15,"seq-2","ed-1",1,"Virginia","16988_0",1048
"321",16989,1852-03-16,"https://articleextractor.org/pages/16989/vi_icelandic_ver01/sn84024692/1852/03/16/ed-1/seq-2/1",NA,NA,NA,NA,NA,1880,636465,0,"sn84024692","Richmond daily times (Richmond [Va.])",1852,3,16,"seq-2","ed-1",1,"Virginia","16989_0",1049
"322",16990,1852-03-17,"https://articleextractor.org/pages/16990/ncu_broad_ver01/sn84024518/1852/03/17/ed-1/seq-3/1",NA,NA,NA,NA,NA,1881,367394,0,"sn84024518","Semi-weekly North-Carolina standard (Raleigh, N.C.)",1852,3,17,"seq-3","ed-1",1,"North Carolina","16990_0",1050
"323",16991,1852-04-27,"https://articleextractor.org/pages/16991/dlc_dragon_ver01/sn82014434/1852/04/27/ed-1/seq-2/1",NA,NA,NA,NA,NA,1882,41128,0,"sn82014434","The republic (Washington [D.C...)",1852,4,27,"seq-2","ed-1",1,"District of Columbia","16991_0",1051
"324",16993,1852-03-18,"https://articleextractor.org/pages/16993/ohi_edgar_ver01/sn85038121/1852/03/18/ed-1/seq-2/1",NA,NA,NA,NA,NA,1883,486199,0,"sn85038121","Gallipolis journal (Gallipolis, Ohi...)",1852,3,18,"seq-2","ed-1",1,"Ohio","16993_0",1052
"325",16995,1852-05-08,"https://articleextractor.org/pages/16995/lu_blastoise_ver01/sn88064476/1852/05/08/ed-1/seq-2/1",NA,NA,NA,NA,NA,1884,225625,0,"sn88064476","Southern sentinel (Plaquemine, Par...)",1852,5,8,"seq-2","ed-1",1,"Louisiana","16995_0",1053
"326",16997,1852-05-29,"https://articleextractor.org/pages/16997/txdn_eastland_ver01/sn83025730/1852/05/29/ed-1/seq-2/1",NA,NA,NA,NA,NA,1885,602408,0,"sn83025730","The Texas Republican (Marshall, Tex.)",1852,5,29,"seq-2","ed-1",1,"Texas","16997_0",1054
"327",17000,1852-05-19,"https://articleextractor.org/pages/17000/vi_icelandic_ver01/sn84024692/1852/05/19/ed-1/seq-3/1",NA,NA,NA,NA,NA,1886,636545,0,"sn84024692","Richmond daily times (Richmond [Va.])",1852,5,19,"seq-3","ed-1",1,"Virginia","17000_0",1055
"328",17001,1852-05-21,"https://articleextractor.org/pages/17001/ncu_lumber_ver01/sn84026536/1852/05/21/ed-1/seq-2/1",NA,NA,NA,NA,NA,1887,391606,0,"sn84026536","Wilmington journal (Wilmington, N.C...)",1852,5,21,"seq-2","ed-1",1,"North Carolina","17001_0",1056
"329",17002,1852-05-27,"https://articleextractor.org/pages/17002/iahi_bellsprout_ver01/sn86081965/1852/05/27/ed-1/seq-2/1",NA,NA,NA,NA,NA,1888,96428,0,"sn86081965",NA,1852,5,27,"seq-2","ed-1",1,"Iowa","17002_0",1057
"330",17004,1853-01-28,"https://articleextractor.org/pages/17004/vi_manowar_ver01/sn84024738/1853/01/28/ed-1/seq-1/1",NA,NA,NA,NA,NA,1889,639647,0,"sn84024738","The daily dispatch (Richmond [Va.])",1853,1,28,"seq-1","ed-1",1,"Virginia","17004_0",1058
"331",17005,1853-02-15,"https://articleextractor.org/pages/17005/vi_manowar_ver01/sn84024738/1853/02/15/ed-1/seq-3/1",NA,NA,NA,NA,NA,1890,639831,0,"sn84024738","The daily dispatch (Richmond [Va.])",1853,2,15,"seq-3","ed-1",1,"Virginia","17005_0",1059
"332",17006,1853-03-01,"https://articleextractor.org/pages/17006/dlc_laceflower_ver01/sn83030313/1853/03/01/ed-1/seq-2/1",NA,NA,NA,NA,NA,1891,53743,0,"sn83030313","The New York herald (New York [N.Y.])",1853,3,1,"seq-2","ed-1",1,"New York","17006_0",1060
"333",17007,1853-03-02,"https://articleextractor.org/pages/17007/ohi_gann_ver01/sn83035101/1853/03/02/ed-1/seq-1/1",NA,NA,NA,NA,NA,1892,488894,0,"sn83035101","Portage sentinel (Ravenna, Ohio)",1853,3,2,"seq-1","ed-1",1,"Ohio","17007_0",1061
"334",17007,1853-03-02,"https://articleextractor.org/pages/17007/ohi_gann_ver01/sn83035101/1853/03/02/ed-1/seq-1/1",NA,NA,NA,NA,NA,1893,488897,1,"sn83035101","Portage sentinel (Ravenna, Ohio)",1853,3,2,"seq-1","ed-1",1,"Ohio","17007_1",1062
"335",17008,1853-03-12,"https://articleextractor.org/pages/17008/ohi_cobweb_ver04/sn85026050/1853/03/12/ed-1/seq-2/1",NA,NA,NA,NA,NA,1894,474301,0,"sn85026050","Fremont journal (Fremont, Sandus...)",1853,3,12,"seq-2","ed-1",1,"Ohio","17008_0",1063
"336",17010,1853-03-30,"https://articleextractor.org/pages/17010/ohi_julian_ver02/sn85025647/1853/03/30/ed-1/seq-2/1",NA,NA,NA,NA,NA,1895,499531,0,"sn85025647","The Democratic sentinel (Cadiz, Ohio)",1853,3,30,"seq-2","ed-1",1,"Ohio","17010_0",1064
"337",17011,1853-04-05,"https://articleextractor.org/pages/17011/vi_manowar_ver01/sn84024738/1853/04/05/ed-1/seq-4/1",NA,NA,NA,NA,NA,1896,639837,0,"sn84024738","The daily dispatch (Richmond [Va.])",1853,4,5,"seq-4","ed-1",1,"Virginia","17011_0",1065
"338",17012,1853-04-29,"https://articleextractor.org/pages/17012/in_harrison_ver01/sn82015672/1853/04/29/ed-1/seq-2/1",NA,NA,NA,NA,NA,1897,163204,0,"sn82015672","The Evansville daily journal (Evansville, Ia....)",1853,4,29,"seq-2","ed-1",1,"Indiana","17012_0",1066
"339",17013,1853-04-30,"https://articleextractor.org/pages/17013/tu_chet_ver01/sn86071264/1853/04/30/ed-1/seq-2/1",NA,NA,NA,NA,NA,1898,566369,0,"sn86071264","Nashville union ([Nashville, Ten...)",1853,4,30,"seq-2","ed-1",1,"Tennessee","17013_0",1067
"340",17014,1853-05-23,"https://articleextractor.org/pages/17014/vi_emeralds_ver02/sn85025007/1853/05/23/ed-1/seq-2/1",NA,NA,NA,NA,NA,1899,631984,0,"sn85025007","Alexandria gazette (Alexandria, D.C...)",1853,5,23,"seq-2","ed-1",1,"District of Columbia","17014_0",1068
"341",17015,1853-05-23,"https://articleextractor.org/pages/17015/vi_icelandic_ver01/sn84024692/1853/05/23/ed-1/seq-2/1",NA,NA,NA,NA,NA,1900,636573,0,"sn84024692","Richmond daily times (Richmond [Va.])",1853,5,23,"seq-2","ed-1",1,"Virginia","17015_0",1069
"342",17016,1853-05-25,"https://articleextractor.org/pages/17016/tu_chet_ver01/sn85038518/1853/05/25/ed-1/seq-3/1",NA,NA,NA,NA,NA,1901,565292,0,"sn85038518","Nashville union and American (Nashville, Tenn...)",1853,5,25,"seq-3","ed-1",1,"Tennessee","17016_0",1070
"343",17018,1853-06-01,"https://articleextractor.org/pages/17018/vi_manowar_ver01/sn84024738/1853/06/01/ed-1/seq-3/1",NA,NA,NA,NA,NA,1902,639977,0,"sn84024738","The daily dispatch (Richmond [Va.])",1853,6,1,"seq-3","ed-1",1,"Virginia","17018_0",1071
"344",17019,1853-06-02,"https://articleextractor.org/pages/17019/mohi_henri_ver01/sn86063325/1853/06/02/ed-1/seq-1/1",NA,NA,NA,NA,NA,1903,311126,0,"sn86063325",NA,1853,6,2,"seq-1","ed-1",1,"Missouri","17019_0",1072
"345",17022,1853-06-03,"https://articleextractor.org/pages/17022/tu_nancy_ver01/sn84024443/1853/06/03/ed-1/seq-1/1",NA,NA,NA,NA,NA,1904,585605,0,"sn84024443","The Athens post (Athens, Tenn.)",1853,6,3,"seq-1","ed-1",1,"Tennessee","17022_0",1073
"346",17025,1853-06-14,"https://articleextractor.org/pages/17025/mimtptc_beulah_ver01/sn85033637/1853/06/14/ed-1/seq-2/1",NA,NA,NA,NA,NA,1905,236450,0,"sn85033637","The Hillsdale standard (Hillsdale, Mich...)",1853,6,14,"seq-2","ed-1",1,"Michigan","17025_0",1074
"347",17027,1853-07-16,"https://articleextractor.org/pages/17027/lu_blastoise_ver01/sn88064476/1853/07/16/ed-1/seq-2/1",NA,NA,NA,NA,NA,1906,225682,0,"sn88064476","Southern sentinel (Plaquemine, Par...)",1853,7,16,"seq-2","ed-1",1,"Louisiana","17027_0",1075
"348",17029,1853-07-20,"https://articleextractor.org/pages/17029/vi_manowar_ver01/sn84024738/1853/07/20/ed-1/seq-3/1",NA,NA,NA,NA,NA,1907,640078,0,"sn84024738","The daily dispatch (Richmond [Va.])",1853,7,20,"seq-3","ed-1",1,"Virginia","17029_0",1076
"349",17030,1853-07-29,"https://articleextractor.org/pages/17030/in_harrison_ver01/sn82015672/1853/07/29/ed-1/seq-2/1",NA,NA,NA,NA,NA,1908,163238,0,"sn82015672","The Evansville daily journal (Evansville, Ia....)",1853,7,29,"seq-2","ed-1",1,"Indiana","17030_0",1077
"350",17032,1853-09-06,"https://articleextractor.org/pages/17032/vi_manowar_ver01/sn84024738/1853/09/06/ed-1/seq-3/1",NA,NA,NA,NA,NA,1909,640151,0,"sn84024738","The daily dispatch (Richmond [Va.])",1853,9,6,"seq-3","ed-1",1,"Virginia","17032_0",1078
"351",17033,1853-09-01,"https://articleextractor.org/pages/17033/me_calais_ver02/sn82014356/1853/09/01/ed-1/seq-2/1",NA,NA,NA,NA,NA,1910,231736,0,"sn82014356","Eastern times (Bath, Me.)",1853,9,1,"seq-2","ed-1",1,"Maine","17033_0",1079
"352",17034,1854-08-15,"https://articleextractor.org/pages/17034/in_harrison_ver01/sn82015672/1854/08/15/ed-1/seq-3/1",NA,NA,NA,NA,NA,1911,163270,0,"sn82015672","The Evansville daily journal (Evansville, Ia....)",1854,8,15,"seq-3","ed-1",1,"Indiana","17034_0",1080
"353",17035,1854-08-14,"https://articleextractor.org/pages/17035/vi_manowar_ver01/sn84024738/1854/08/14/ed-1/seq-1/1",NA,NA,NA,NA,NA,1912,640666,0,"sn84024738","The daily dispatch (Richmond [Va.])",1854,8,14,"seq-1","ed-1",1,"Virginia","17035_0",1081
"354",17037,1854-08-05,"https://articleextractor.org/pages/17037/vi_exmoor_ver01/sn85034360/1854/08/05/ed-1/seq-2/1",NA,NA,NA,NA,NA,1913,632766,0,"sn85034360","Lynchburg daily Virginian (Lynchburg [Va.])",1854,8,5,"seq-2","ed-1",1,"Virginia","17037_0",1082
"355",17037,1854-08-05,"https://articleextractor.org/pages/17037/vi_exmoor_ver01/sn85034360/1854/08/05/ed-1/seq-2/1",NA,NA,NA,NA,NA,1914,632756,1,"sn85034360","Lynchburg daily Virginian (Lynchburg [Va.])",1854,8,5,"seq-2","ed-1",1,"Virginia","17037_1",1083
"356",17039,1854-08-07,"https://articleextractor.org/pages/17039/vi_manowar_ver01/sn84024738/1854/08/07/ed-1/seq-2/2",NA,NA,NA,NA,NA,1915,640607,0,"sn84024738","The daily dispatch (Richmond [Va.])",1854,8,7,"seq-2","ed-1",2,"Virginia","17039_0",1084
"357",17040,1850-09-02,"https://articleextractor.org/pages/17040/vi_klepper_ver02/sn84024652/1850/09/02/ed-1/seq-2/1",NA,NA,NA,NA,NA,1916,637768,0,"sn84024652","Republican vindicator (Staunton, Va.)",1850,9,2,"seq-2","ed-1",1,"Virginia","17040_0",1085
"358",17044,1851-05-12,"https://articleextractor.org/pages/17044/ohi_drake_ver01/sn85026203/1851/05/12/ed-1/seq-4/1",NA,NA,NA,NA,NA,1917,481091,0,"sn85026203","The Portsmouth inquirer (Portsmouth, O. ...)",1851,5,12,"seq-4","ed-1",1,"Ohio","17044_0",1086
"359",17045,1851-05-10,"https://articleextractor.org/pages/17045/vtu_londonderry_ver01/sn84023252/1851/05/10/ed-1/seq-2/1",NA,NA,NA,NA,NA,1918,672562,0,"sn84023252","The Caledonian (St. Johnsbury, ...)",1851,5,10,"seq-2","ed-1",1,"Vermont","17045_0",1087
"360",17046,1851-05-12,"https://articleextractor.org/pages/17046/vi_crawdads_ver01/sn85025007/1851/05/12/ed-1/seq-2/1",NA,NA,NA,NA,NA,1919,629923,0,"sn85025007","Alexandria gazette (Alexandria, D.C...)",1851,5,12,"seq-2","ed-1",1,"District of Columbia","17046_0",1088
"361",17047,1851-05-15,"https://articleextractor.org/pages/17047/in_hoosier_ver01/sn82015677/1851/05/15/ed-1/seq-3/1",NA,NA,NA,NA,NA,1920,165782,0,"sn82015677","Indiana State sentinel (Indianapolis)",1851,5,15,"seq-3","ed-1",1,"Indiana","17047_0",1089
"362",17052,1851-06-03,"https://articleextractor.org/pages/17052/mimtptc_beulah_ver01/sn89080032/1851/06/03/ed-1/seq-2/1",NA,NA,NA,NA,NA,1921,237273,0,"sn89080032",NA,1851,6,3,"seq-2","ed-1",1,"Michigan","17052_0",1090
"363",17054,1851-06-06,"https://articleextractor.org/pages/17054/vi_icelandic_ver01/sn84024692/1851/06/06/ed-1/seq-2/1",NA,NA,NA,NA,NA,1922,636170,0,"sn84024692","Richmond daily times (Richmond [Va.])",1851,6,6,"seq-2","ed-1",1,"Virginia","17054_0",1091
"364",17055,1851-06-10,"https://articleextractor.org/pages/17055/lu_diglett_ver01/sn82015378/1851/06/10/ed-1/seq-2/1",NA,NA,NA,NA,NA,1923,226294,0,"sn82015378","The daily crescent ([New Orleans, L...)",1851,6,10,"seq-2","ed-1",1,"Louisiana","17055_0",1092
"365",17055,1851-06-10,"https://articleextractor.org/pages/17055/lu_diglett_ver01/sn82015378/1851/06/10/ed-1/seq-2/1",NA,NA,NA,NA,NA,1924,226295,1,"sn82015378","The daily crescent ([New Orleans, L...)",1851,6,10,"seq-2","ed-1",1,"Louisiana","17055_1",1093
"366",17056,1851-06-10,"https://articleextractor.org/pages/17056/lu_diglett_ver01/sn82015378/1851/06/10/ed-1/seq-1/1",NA,NA,NA,NA,NA,1925,226265,0,"sn82015378","The daily crescent ([New Orleans, L...)",1851,6,10,"seq-1","ed-1",1,"Louisiana","17056_0",1094
"367",17057,1851-07-12,"https://articleextractor.org/pages/17057/vi_icelandic_ver01/sn84024692/1851/07/12/ed-1/seq-2/1",NA,NA,NA,NA,NA,1926,636273,0,"sn84024692","Richmond daily times (Richmond [Va.])",1851,7,12,"seq-2","ed-1",1,"Virginia","17057_0",1095
"368",17058,1851-07-16,"https://articleextractor.org/pages/17058/vtu_irasburg_ver01/sn83025667/1851/07/16/ed-1/seq-2/1",NA,NA,NA,NA,NA,1927,668760,0,"sn83025667","The Middlebury register (Middlebury, Vt.)",1851,7,16,"seq-2","ed-1",1,"Vermont","17058_0",1096
"369",17059,1851-07-18,"https://articleextractor.org/pages/17059/iahi_bellsprout_ver01/sn86081965/1851/07/18/ed-1/seq-2/1",NA,NA,NA,NA,NA,1928,95504,0,"sn86081965",NA,1851,7,18,"seq-2","ed-1",1,"Iowa","17059_0",1097
"370",17060,1851-07-18,"https://articleextractor.org/pages/17060/tu_nancy_ver01/sn84024443/1851/07/18/ed-1/seq-2/1",NA,NA,NA,NA,NA,1929,585521,0,"sn84024443","The Athens post (Athens, Tenn.)",1851,7,18,"seq-2","ed-1",1,"Tennessee","17060_0",1098
"371",17061,1851-07-21,"https://articleextractor.org/pages/17061/vi_icelandic_ver01/sn84024692/1851/07/21/ed-1/seq-1/1",NA,NA,NA,NA,NA,1930,636291,0,"sn84024692","Richmond daily times (Richmond [Va.])",1851,7,21,"seq-1","ed-1",1,"Virginia","17061_0",1099
"372",17063,1851-08-09,"https://articleextractor.org/pages/17063/vi_icelandic_ver01/sn84024692/1851/08/09/ed-1/seq-2/1",NA,NA,NA,NA,NA,1931,636335,0,"sn84024692","Richmond daily times (Richmond [Va.])",1851,8,9,"seq-2","ed-1",1,"Virginia","17063_0",1100
"373",17063,1851-08-09,"https://articleextractor.org/pages/17063/vi_icelandic_ver01/sn84024692/1851/08/09/ed-1/seq-2/1",NA,NA,NA,NA,NA,1932,636339,1,"sn84024692","Richmond daily times (Richmond [Va.])",1851,8,9,"seq-2","ed-1",1,"Virginia","17063_1",1101
"374",17068,1851-08-18,"https://articleextractor.org/pages/17068/ohi_drake_ver01/sn85026203/1851/08/18/ed-1/seq-2/1",NA,NA,NA,NA,NA,1933,481167,0,"sn85026203","The Portsmouth inquirer (Portsmouth, O. ...)",1851,8,18,"seq-2","ed-1",1,"Ohio","17068_0",1102
"375",17068,1851-08-18,"https://articleextractor.org/pages/17068/ohi_drake_ver01/sn85026203/1851/08/18/ed-1/seq-2/1",NA,NA,NA,NA,NA,1934,481170,1,"sn85026203","The Portsmouth inquirer (Portsmouth, O. ...)",1851,8,18,"seq-2","ed-1",1,"Ohio","17068_1",1103
"376",17069,1851-08-18,"https://articleextractor.org/pages/17069/vi_icelandic_ver01/sn84024692/1851/08/18/ed-1/seq-2/1",NA,NA,NA,NA,NA,1935,636379,0,"sn84024692","Richmond daily times (Richmond [Va.])",1851,8,18,"seq-2","ed-1",1,"Virginia","17069_0",1104
"377",17071,1851-08-19,"https://articleextractor.org/pages/17071/dlc_elf_ver03/sn82014764/1851/08/19/ed-1/seq-2/1",NA,NA,NA,NA,NA,1936,44029,0,"sn82014764","The southern press (Washington [D.C...)",1851,8,19,"seq-2","ed-1",1,"District of Columbia","17071_0",1105
"378",17073,1851-08-20,"https://articleextractor.org/pages/17073/ncu_broad_ver01/sn84024517/1851/08/20/ed-1/seq-3/1",NA,NA,NA,NA,NA,1937,367375,0,"sn84024517","North Carolina standard (Raleigh, N.C.)",1851,8,20,"seq-3","ed-1",1,"North Carolina","17073_0",1106
"379",17073,1851-08-20,"https://articleextractor.org/pages/17073/ncu_broad_ver01/sn84024517/1851/08/20/ed-1/seq-3/1",NA,NA,NA,NA,NA,1938,367378,1,"sn84024517","North Carolina standard (Raleigh, N.C.)",1851,8,20,"seq-3","ed-1",1,"North Carolina","17073_1",1107
"380",17073,1851-08-20,"https://articleextractor.org/pages/17073/ncu_broad_ver01/sn84024517/1851/08/20/ed-1/seq-3/1",NA,NA,NA,NA,NA,1939,367379,2,"sn84024517","North Carolina standard (Raleigh, N.C.)",1851,8,20,"seq-3","ed-1",1,"North Carolina","17073_2",1108
"381",17074,1851-08-21,"https://articleextractor.org/pages/17074/mohi_henri_ver01/sn86063325/1851/08/21/ed-1/seq-2/1",NA,NA,NA,NA,NA,1940,311084,0,"sn86063325",NA,1851,8,21,"seq-2","ed-1",1,"Missouri","17074_0",1109
"382",17075,1851-08-28,"https://articleextractor.org/pages/17075/in_hoosier_ver01/sn82015677/1851/08/28/ed-1/seq-4/1",NA,NA,NA,NA,NA,1941,165808,0,"sn82015677","Indiana State sentinel (Indianapolis)",1851,8,28,"seq-4","ed-1",1,"Indiana","17075_0",1110
