,file_id,article_id,sn,newspaper_name,year,month,day,page,edition,mod_id,URL,newspaper_state
8787,89774,0,sn82015679,The Indianapolis journal (Indianapolis [I...),1898,12,28,seq-5,ed-1,1,https://articleextractor.org/pages/89774/in_bradlaugh_ver02/sn82015679/12/28/ed-1/seq-5/1,Indiana
8788,89775,0,sn82015679,The Indianapolis journal (Indianapolis [I...),1899,1,28,seq-4,ed-1,1,https://articleextractor.org/pages/89775/in_bradlaugh_ver02/sn82015679/1/28/ed-1/seq-4/1,Indiana
8789,89775,1,sn82015679,The Indianapolis journal (Indianapolis [I...),1899,1,28,seq-4,ed-1,1,https://articleextractor.org/pages/89775/in_bradlaugh_ver02/sn82015679/1/28/ed-1/seq-4/1,Indiana
8790,89775,2,sn82015679,The Indianapolis journal (Indianapolis [I...),1899,1,28,seq-4,ed-1,1,https://articleextractor.org/pages/89775/in_bradlaugh_ver02/sn82015679/1/28/ed-1/seq-4/1,Indiana
8781,89776,0,sn82015679,The Indianapolis journal (Indianapolis [I...),1898,12,2,seq-5,ed-1,1,https://articleextractor.org/pages/89776/in_bradlaugh_ver02/sn82015679/12/2/ed-1/seq-5/1,Indiana
8766,89778,0,sn82015679,The Indianapolis journal (Indianapolis [I...),1897,12,24,seq-1,ed-1,2,https://articleextractor.org/pages/89778/in_bradlaugh_ver02/sn82015679/12/24/ed-1/seq-1/2,Indiana
8775,89779,0,sn82015679,The Indianapolis journal (Indianapolis [I...),1898,3,18,seq-7,ed-1,1,https://articleextractor.org/pages/89779/in_bradlaugh_ver02/sn82015679/3/18/ed-1/seq-7/1,Indiana
1870,89780,0,sn82015133,"Arizona weekly citizen (Tucson, Ariz)",1881,11,6,seq-2,ed-1,1,https://articleextractor.org/pages/89780/az_bobcat_ver01/sn82015133/11/6/ed-1/seq-2/1,Arizona
1874,89780,1,sn82015133,"Arizona weekly citizen (Tucson, Ariz)",1881,11,6,seq-2,ed-1,1,https://articleextractor.org/pages/89780/az_bobcat_ver01/sn82015133/11/6/ed-1/seq-2/1,Arizona
1878,89780,2,sn82015133,"Arizona weekly citizen (Tucson, Ariz)",1881,11,6,seq-2,ed-1,1,https://articleextractor.org/pages/89780/az_bobcat_ver01/sn82015133/11/6/ed-1/seq-2/1,Arizona
1884,89780,3,sn82015133,"Arizona weekly citizen (Tucson, Ariz)",1881,11,6,seq-2,ed-1,1,https://articleextractor.org/pages/89780/az_bobcat_ver01/sn82015133/11/6/ed-1/seq-2/1,Arizona
1902,89781,0,sn82015133,"Arizona weekly citizen (Tucson, Ariz)",1885,7,11,seq-2,ed-1,1,https://articleextractor.org/pages/89781/az_bobcat_ver01/sn82015133/7/11/ed-1/seq-2/1,Arizona
1946,89782,0,sn84020558,"Arizona republican (Phoenix, Ariz.)",1911,1,28,seq-8,ed-1,1,https://articleextractor.org/pages/89782/az_bobcat_ver01/sn84020558/1/28/ed-1/seq-8/1,Arizona
1933,89783,0,sn82015133,"Arizona weekly citizen (Tucson, Ariz)",1888,2,18,seq-2,ed-1,1,https://articleextractor.org/pages/89783/az_bobcat_ver01/sn82015133/2/18/ed-1/seq-2/1,Arizona
1888,89784,0,sn82015133,"Arizona weekly citizen (Tucson, Ariz)",1883,7,7,seq-2,ed-1,1,https://articleextractor.org/pages/89784/az_bobcat_ver01/sn82015133/7/7/ed-1/seq-2/1,Arizona
1952,89785,0,sn85032920,"Weekly Arizona journal-miner (Prescott, Ariz.)",1905,5,17,seq-7,ed-1,1,https://articleextractor.org/pages/89785/az_bobcat_ver01/sn85032920/5/17/ed-1/seq-7/1,Arizona
8784,89786,0,sn82015679,The Indianapolis journal (Indianapolis [I...),1898,12,25,seq-12,ed-1,1,https://articleextractor.org/pages/89786/in_bradlaugh_ver02/sn82015679/12/25/ed-1/seq-12/1,Indiana
8785,89786,1,sn82015679,The Indianapolis journal (Indianapolis [I...),1898,12,25,seq-12,ed-1,1,https://articleextractor.org/pages/89786/in_bradlaugh_ver02/sn82015679/12/25/ed-1/seq-12/1,Indiana
8725,89787,0,sn82015679,The Indianapolis journal (Indianapolis [I...),1897,6,17,seq-4,ed-1,1,https://articleextractor.org/pages/89787/in_bradlaugh_ver02/sn82015679/6/17/ed-1/seq-4/1,Indiana
8726,89787,1,sn82015679,The Indianapolis journal (Indianapolis [I...),1897,6,17,seq-4,ed-1,1,https://articleextractor.org/pages/89787/in_bradlaugh_ver02/sn82015679/6/17/ed-1/seq-4/1,Indiana
1868,89789,0,sn82015133,"Arizona weekly citizen (Tucson, Ariz)",1881,5,22,seq-4,ed-1,1,https://articleextractor.org/pages/89789/az_bobcat_ver01/sn82015133/5/22/ed-1/seq-4/1,Arizona
1912,89790,0,sn82015133,"Arizona weekly citizen (Tucson, Ariz)",1886,5,1,seq-2,ed-1,1,https://articleextractor.org/pages/89790/az_bobcat_ver01/sn82015133/5/1/ed-1/seq-2/1,Arizona
1950,89791,0,sn85032920,"Weekly Arizona journal-miner (Prescott, Ariz.)",1903,10,28,seq-2,ed-1,1,https://articleextractor.org/pages/89791/az_bobcat_ver01/sn85032920/10/28/ed-1/seq-2/1,Arizona
1951,89791,1,sn85032920,"Weekly Arizona journal-miner (Prescott, Ariz.)",1903,10,28,seq-2,ed-1,1,https://articleextractor.org/pages/89791/az_bobcat_ver01/sn85032920/10/28/ed-1/seq-2/1,Arizona
1893,89792,0,sn82015133,"Arizona weekly citizen (Tucson, Ariz)",1883,12,15,seq-1,ed-1,1,https://articleextractor.org/pages/89792/az_bobcat_ver01/sn82015133/12/15/ed-1/seq-1/1,Arizona
1971,89793,0,sn94050542,"The Coolidge examiner (Coolidge, Ariz.)",1934,5,4,seq-2,ed-1,1,https://articleextractor.org/pages/89793/az_boozer_ver01/sn94050542/5/4/ed-1/seq-2/1,Arizona
8791,89794,0,sn82015679,The Indianapolis journal (Indianapolis [I...),1899,2,1,seq-4,ed-1,1,https://articleextractor.org/pages/89794/in_bradlaugh_ver02/sn82015679/2/1/ed-1/seq-4/1,Indiana
8767,89795,0,sn82015679,The Indianapolis journal (Indianapolis [I...),1898,1,9,seq-5,ed-1,2,https://articleextractor.org/pages/89795/in_bradlaugh_ver02/sn82015679/1/9/ed-1/seq-5/2,Indiana
8768,89795,1,sn82015679,The Indianapolis journal (Indianapolis [I...),1898,1,9,seq-5,ed-1,2,https://articleextractor.org/pages/89795/in_bradlaugh_ver02/sn82015679/1/9/ed-1/seq-5/2,Indiana
8792,89796,0,sn82015679,The Indianapolis journal (Indianapolis [I...),1899,2,5,seq-12,ed-1,1,https://articleextractor.org/pages/89796/in_bradlaugh_ver02/sn82015679/2/5/ed-1/seq-12/1,Indiana
8814,89797,0,sn87056249,,1895,6,28,seq-2,ed-1,1,https://articleextractor.org/pages/89797/in_chacha_ver03/sn87056249/6/28/ed-1/seq-2/1,Indiana
8815,89797,1,sn87056249,,1895,6,28,seq-2,ed-1,1,https://articleextractor.org/pages/89797/in_chacha_ver03/sn87056249/6/28/ed-1/seq-2/1,Indiana
8816,89797,2,sn87056249,,1895,6,28,seq-2,ed-1,1,https://articleextractor.org/pages/89797/in_chacha_ver03/sn87056249/6/28/ed-1/seq-2/1,Indiana
8793,89798,0,sn82015679,The Indianapolis journal (Indianapolis [I...),1899,2,10,seq-4,ed-1,1,https://articleextractor.org/pages/89798/in_bradlaugh_ver02/sn82015679/2/10/ed-1/seq-4/1,Indiana
8812,89799,0,sn87056249,,1895,3,8,seq-2,ed-1,1,https://articleextractor.org/pages/89799/in_chacha_ver03/sn87056249/3/8/ed-1/seq-2/1,Indiana
8801,89800,0,sn87056249,,1894,12,21,seq-2,ed-1,1,https://articleextractor.org/pages/89800/in_chacha_ver03/sn87056249/12/21/ed-1/seq-2/1,Indiana
8818,89801,0,sn87056251,,1898,1,28,seq-7,ed-1,1,https://articleextractor.org/pages/89801/in_chacha_ver03/sn87056251/1/28/ed-1/seq-7/1,Indiana
8813,89802,0,sn87056249,,1895,6,14,seq-2,ed-1,1,https://articleextractor.org/pages/89802/in_chacha_ver03/sn87056249/6/14/ed-1/seq-2/1,Indiana
8817,89803,0,sn87056249,,1895,10,18,seq-6,ed-1,1,https://articleextractor.org/pages/89803/in_chacha_ver03/sn87056249/10/18/ed-1/seq-6/1,Indiana
8820,89804,0,sn87056251,,1898,9,23,seq-7,ed-1,1,https://articleextractor.org/pages/89804/in_chacha_ver03/sn87056251/9/23/ed-1/seq-7/1,Indiana
8822,89805,0,sn87056251,,1899,3,31,seq-2,ed-1,1,https://articleextractor.org/pages/89805/in_chacha_ver03/sn87056251/3/31/ed-1/seq-2/1,Indiana
8819,89806,0,sn87056251,,1898,8,19,seq-6,ed-1,1,https://articleextractor.org/pages/89806/in_chacha_ver03/sn87056251/8/19/ed-1/seq-6/1,Indiana
8821,89807,0,sn87056251,,1898,11,18,seq-6,ed-1,1,https://articleextractor.org/pages/89807/in_chacha_ver03/sn87056251/11/18/ed-1/seq-6/1,Indiana
8823,89808,0,sn87056251,,1899,7,21,seq-2,ed-1,1,https://articleextractor.org/pages/89808/in_chacha_ver03/sn87056251/7/21/ed-1/seq-2/1,Indiana
8783,89809,0,sn82015679,The Indianapolis journal (Indianapolis [I...),1898,12,21,seq-2,ed-1,1,https://articleextractor.org/pages/89809/in_bradlaugh_ver02/sn82015679/12/21/ed-1/seq-2/1,Indiana
8797,89810,0,sn84038034,,1878,4,25,seq-2,ed-1,1,https://articleextractor.org/pages/89810/in_chacha_ver03/sn84038034/4/25/ed-1/seq-2/1,Indiana
8798,89811,0,sn84038034,,1878,7,4,seq-2,ed-1,1,https://articleextractor.org/pages/89811/in_chacha_ver03/sn84038034/7/4/ed-1/seq-2/1,Indiana
8776,89812,0,sn82015679,The Indianapolis journal (Indianapolis [I...),1898,9,29,seq-2,ed-1,1,https://articleextractor.org/pages/89812/in_bradlaugh_ver02/sn82015679/9/29/ed-1/seq-2/1,Indiana
8834,89813,0,sn87056251,,1899,8,25,seq-1,ed-1,1,https://articleextractor.org/pages/89813/in_chacha_ver03/sn87056251/8/25/ed-1/seq-1/1,Indiana
8839,89814,0,sn87056251,,1900,6,15,seq-2,ed-1,1,https://articleextractor.org/pages/89814/in_chacha_ver03/sn87056251/6/15/ed-1/seq-2/1,Indiana
8837,89815,0,sn87056251,,1899,12,15,seq-7,ed-1,1,https://articleextractor.org/pages/89815/in_chacha_ver03/sn87056251/12/15/ed-1/seq-7/1,Indiana
8824,89816,0,sn87056251,,1899,7,28,seq-2,ed-1,1,https://articleextractor.org/pages/89816/in_chacha_ver03/sn87056251/7/28/ed-1/seq-2/1,Indiana
8825,89816,1,sn87056251,,1899,7,28,seq-2,ed-1,1,https://articleextractor.org/pages/89816/in_chacha_ver03/sn87056251/7/28/ed-1/seq-2/1,Indiana
8826,89816,2,sn87056251,,1899,7,28,seq-2,ed-1,1,https://articleextractor.org/pages/89816/in_chacha_ver03/sn87056251/7/28/ed-1/seq-2/1,Indiana
8838,89817,0,sn87056251,,1900,1,26,seq-2,ed-1,1,https://articleextractor.org/pages/89817/in_chacha_ver03/sn87056251/1/26/ed-1/seq-2/1,Indiana
8845,89818,0,sn87056251,,1901,3,8,seq-4,ed-1,1,https://articleextractor.org/pages/89818/in_chacha_ver03/sn87056251/3/8/ed-1/seq-4/1,Indiana
8846,89818,1,sn87056251,,1901,3,8,seq-4,ed-1,1,https://articleextractor.org/pages/89818/in_chacha_ver03/sn87056251/3/8/ed-1/seq-4/1,Indiana
8847,89818,2,sn87056251,,1901,3,8,seq-4,ed-1,1,https://articleextractor.org/pages/89818/in_chacha_ver03/sn87056251/3/8/ed-1/seq-4/1,Indiana
8836,89821,0,sn87056251,,1899,9,22,seq-7,ed-1,2,https://articleextractor.org/pages/89821/in_chacha_ver03/sn87056251/9/22/ed-1/seq-7/2,Indiana
8835,89822,0,sn87056251,,1899,8,25,seq-2,ed-1,2,https://articleextractor.org/pages/89822/in_chacha_ver03/sn87056251/8/25/ed-1/seq-2/2,Indiana
8841,89823,0,sn87056251,,1900,12,28,seq-2,ed-1,1,https://articleextractor.org/pages/89823/in_chacha_ver03/sn87056251/12/28/ed-1/seq-2/1,Indiana
8842,89823,1,sn87056251,,1900,12,28,seq-2,ed-1,1,https://articleextractor.org/pages/89823/in_chacha_ver03/sn87056251/12/28/ed-1/seq-2/1,Indiana
8843,89823,2,sn87056251,,1900,12,28,seq-2,ed-1,1,https://articleextractor.org/pages/89823/in_chacha_ver03/sn87056251/12/28/ed-1/seq-2/1,Indiana
8844,89823,3,sn87056251,,1900,12,28,seq-2,ed-1,1,https://articleextractor.org/pages/89823/in_chacha_ver03/sn87056251/12/28/ed-1/seq-2/1,Indiana
8848,89824,0,sn87056251,,1901,5,3,seq-2,ed-1,1,https://articleextractor.org/pages/89824/in_chacha_ver03/sn87056251/5/3/ed-1/seq-2/1,Indiana
8852,89825,0,sn87055779,,1913,8,28,seq-6,ed-1,1,https://articleextractor.org/pages/89825/in_colfax_ver01/sn87055779/8/28/ed-1/seq-6/1,Indiana
8850,89826,0,sn86058242,"The Lake County times (Hammond, Ind.)",1910,7,14,seq-4,ed-1,1,https://articleextractor.org/pages/89826/in_chucktaylor_ver02/sn86058242/7/14/ed-1/seq-4/1,Indiana
8840,89827,0,sn87056251,,1900,11,2,seq-2,ed-1,1,https://articleextractor.org/pages/89827/in_chacha_ver03/sn87056251/11/2/ed-1/seq-2/1,Indiana
8856,89828,0,sn87055779,,1915,2,16,seq-9,ed-1,1,https://articleextractor.org/pages/89828/in_colfax_ver01/sn87055779/2/16/ed-1/seq-9/1,Indiana
8853,89829,0,sn87055779,,1914,3,31,seq-1,ed-1,1,https://articleextractor.org/pages/89829/in_colfax_ver01/sn87055779/3/31/ed-1/seq-1/1,Indiana
8854,89829,1,sn87055779,,1914,3,31,seq-1,ed-1,1,https://articleextractor.org/pages/89829/in_colfax_ver01/sn87055779/3/31/ed-1/seq-1/1,Indiana
8858,89830,0,sn87055779,,1915,8,21,seq-10,ed-1,1,https://articleextractor.org/pages/89830/in_colfax_ver01/sn87055779/8/21/ed-1/seq-10/1,Indiana
1973,89831,0,sn95060922,,1915,8,21,seq-4,ed-1,1,https://articleextractor.org/pages/89831/az_boozer_ver01/sn95060922/8/21/ed-1/seq-4/1,Arizona
1978,89832,0,sn84021917,"Arizona sun (Phoenix, Ariz.)",1947,7,11,seq-5,ed-1,1,https://articleextractor.org/pages/89832/az_campfiregoneout_ver03/sn84021917/7/11/ed-1/seq-5/1,Arizona
1960,89833,0,sn85032938,"Arizona weekly journal-miner (Prescott, Ariz.)",1898,3,23,seq-1,ed-1,1,https://articleextractor.org/pages/89833/az_bobcat_ver01/sn85032938/3/23/ed-1/seq-1/1,Arizona
1967,89834,0,sn94050542,"The Coolidge examiner (Coolidge, Ariz.)",1934,2,23,seq-5,ed-1,1,https://articleextractor.org/pages/89834/az_boozer_ver01/sn94050542/2/23/ed-1/seq-5/1,Arizona
1955,89835,0,sn85032923,"Weekly journal-miner (Prescott, Ariz.)",1910,11,9,seq-1,ed-1,1,https://articleextractor.org/pages/89835/az_bobcat_ver01/sn85032923/11/9/ed-1/seq-1/1,Arizona
1964,89836,0,sn96060796,,1917,5,12,seq-1,ed-1,1,https://articleextractor.org/pages/89836/az_bobwhite_ver01/sn96060796/5/12/ed-1/seq-1/1,Arizona
1975,89837,0,sn84021917,"Arizona sun (Phoenix, Ariz.)",1947,2,28,seq-1,ed-1,1,https://articleextractor.org/pages/89837/az_campfiregoneout_ver03/sn84021917/2/28/ed-1/seq-1/1,Arizona
1981,89838,0,sn84021917,"Arizona sun (Phoenix, Ariz.)",1948,6,25,seq-8,ed-1,1,https://articleextractor.org/pages/89838/az_campfiregoneout_ver03/sn84021917/6/25/ed-1/seq-8/1,Arizona
1974,89839,0,sn84021917,"Arizona sun (Phoenix, Ariz.)",1947,1,31,seq-5,ed-1,1,https://articleextractor.org/pages/89839/az_campfiregoneout_ver03/sn84021917/1/31/ed-1/seq-5/1,Arizona
1977,89840,0,sn84021917,"Arizona sun (Phoenix, Ariz.)",1947,5,23,seq-1,ed-1,1,https://articleextractor.org/pages/89840/az_campfiregoneout_ver03/sn84021917/5/23/ed-1/seq-1/1,Arizona
1987,89841,0,sn84021917,"Arizona sun (Phoenix, Ariz.)",1949,6,17,seq-7,ed-1,1,https://articleextractor.org/pages/89841/az_campfiregoneout_ver03/sn84021917/6/17/ed-1/seq-7/1,Arizona
1985,89842,0,sn84021917,"Arizona sun (Phoenix, Ariz.)",1949,6,10,seq-1,ed-1,1,https://articleextractor.org/pages/89842/az_campfiregoneout_ver03/sn84021917/6/10/ed-1/seq-1/1,Arizona
1983,89843,0,sn84021917,"Arizona sun (Phoenix, Ariz.)",1949,6,3,seq-4,ed-1,1,https://articleextractor.org/pages/89843/az_campfiregoneout_ver03/sn84021917/6/3/ed-1/seq-4/1,Arizona
1957,89844,0,sn85032938,"Arizona weekly journal-miner (Prescott, Ariz.)",1897,12,29,seq-2,ed-1,1,https://articleextractor.org/pages/89844/az_bobcat_ver01/sn85032938/12/29/ed-1/seq-2/1,Arizona
1980,89845,0,sn84021917,"Arizona sun (Phoenix, Ariz.)",1947,9,5,seq-4,ed-1,1,https://articleextractor.org/pages/89845/az_campfiregoneout_ver03/sn84021917/9/5/ed-1/seq-4/1,Arizona
1938,89846,0,sn82015133,"Arizona weekly citizen (Tucson, Ariz)",1888,8,18,seq-2,ed-1,1,https://articleextractor.org/pages/89846/az_bobcat_ver01/sn82015133/8/18/ed-1/seq-2/1,Arizona
2007,89847,0,sn96060881,"Phoenix tribune (Phoenix, Ariz.)",1918,12,28,seq-2,ed-1,2,https://articleextractor.org/pages/89847/az_campfiregoneout_ver03/sn96060881/12/28/ed-1/seq-2/2,Arizona
2005,89848,0,sn96060881,"Phoenix tribune (Phoenix, Ariz.)",1918,10,19,seq-1,ed-1,1,https://articleextractor.org/pages/89848/az_campfiregoneout_ver03/sn96060881/10/19/ed-1/seq-1/1,Arizona
1999,89850,0,sn96060881,"Phoenix tribune (Phoenix, Ariz.)",1918,8,31,seq-1,ed-1,3,https://articleextractor.org/pages/89850/az_campfiregoneout_ver03/sn96060881/8/31/ed-1/seq-1/3,Arizona
2001,89850,1,sn96060881,"Phoenix tribune (Phoenix, Ariz.)",1918,8,31,seq-1,ed-1,3,https://articleextractor.org/pages/89850/az_campfiregoneout_ver03/sn96060881/8/31/ed-1/seq-1/3,Arizona
2002,89850,2,sn96060881,"Phoenix tribune (Phoenix, Ariz.)",1918,8,31,seq-1,ed-1,3,https://articleextractor.org/pages/89850/az_campfiregoneout_ver03/sn96060881/8/31/ed-1/seq-1/3,Arizona
2006,89851,0,sn96060881,"Phoenix tribune (Phoenix, Ariz.)",1918,12,14,seq-2,ed-1,2,https://articleextractor.org/pages/89851/az_campfiregoneout_ver03/sn96060881/12/14/ed-1/seq-2/2,Arizona
2004,89852,0,sn96060881,"Phoenix tribune (Phoenix, Ariz.)",1918,9,14,seq-2,ed-1,2,https://articleextractor.org/pages/89852/az_campfiregoneout_ver03/sn96060881/9/14/ed-1/seq-2/2,Arizona
8857,89853,0,sn87055779,,1915,4,20,seq-1,ed-1,1,https://articleextractor.org/pages/89853/in_colfax_ver01/sn87055779/4/20/ed-1/seq-1/1,Indiana
8855,89854,0,sn87055779,,1914,7,29,seq-6,ed-1,1,https://articleextractor.org/pages/89854/in_colfax_ver01/sn87055779/7/29/ed-1/seq-6/1,Indiana
8851,89855,0,sn86058242,"The Lake County times (Hammond, Ind.)",1910,10,19,seq-4,ed-1,1,https://articleextractor.org/pages/89855/in_chucktaylor_ver02/sn86058242/10/19/ed-1/seq-4/1,Indiana
8860,89856,0,sn85047611,Indiana daily times (Indianapolis [I...),1922,1,12,seq-12,ed-1,1,https://articleextractor.org/pages/89856/in_collins_ver02/sn85047611/1/12/ed-1/seq-12/1,Indiana
8428,89857,0,sn88056027,"The Boise citizen. (Boise, Idaho)",1910,7,22,seq-1,ed-1,1,https://articleextractor.org/pages/89857/idhi_everglades_ver01/sn88056027/7/22/ed-1/seq-1/1,Idaho
10587,89858,0,sn92053934,"Rock Island Argus. (Rock Island, Il...)",1913,1,13,seq-5,ed-1,1,https://articleextractor.org/pages/89858/iune_journal_ver01/sn92053934/1/13/ed-1/seq-5/1,Illinois
12753,89859,0,sn83016810,"The Appeal (Saint Paul, Min...)",1913,2,15,seq-2,ed-1,1,https://articleextractor.org/pages/89859/mnhi_funkley_ver02/sn83016810/2/15/ed-1/seq-2/1,Illinois
13267,89860,0,sn89066234,"Scott County kicker. (Benton, Mo.)",1910,11,26,seq-2,ed-1,1,https://articleextractor.org/pages/89860/mohi_dorothea_ver01/sn89066234/11/26/ed-1/seq-2/1,Missouri
13266,89860,1,sn89066234,"Scott County kicker. (Benton, Mo.)",1910,11,26,seq-2,ed-1,1,https://articleextractor.org/pages/89860/mohi_dorothea_ver01/sn89066234/11/26/ed-1/seq-2/1,Missouri
15987,89861,0,sn85042414,"Grand Forks herald (Grand Forks, N....)",1916,9,21,seq-1,ed-1,1,https://articleextractor.org/pages/89861/ndhi_frontier_ver01/sn85042414/9/21/ed-1/seq-1/1,North Dakota
8703,89862,0,sn84023963,"The Jasper weekly courier (Jasper, Ind.)",1916,1,28,seq-7,ed-1,1,https://articleextractor.org/pages/89862/in_bird_ver02/sn84023963/1/28/ed-1/seq-7/1,Indiana
10709,89863,0,sn82016014,"The Topeka state journal (Topeka, Kansas)",1913,7,7,seq-7,ed-1,1,https://articleextractor.org/pages/89863/khi_dalton_ver01/sn82016014/7/7/ed-1/seq-7/1,Kansas
20307,89864,0,sn90052005,"The Richmond Virginian. (Richmond, Va.)",1913,9,30,seq-8,ed-1,1,https://articleextractor.org/pages/89864/vi_oldenburg_ver01/sn90052005/9/30/ed-1/seq-8/1,Virginia
13275,89865,0,sn89066234,"Scott County kicker. (Benton, Mo.)",1916,7,15,seq-4,ed-1,1,https://articleextractor.org/pages/89865/mohi_dorothea_ver01/sn89066234/7/15/ed-1/seq-4/1,Missouri
10692,89866,0,sn82016014,"The Topeka state journal (Topeka, Kansas)",1916,10,24,seq-1,ed-1,1,https://articleextractor.org/pages/89866/khi_corbett_ver01/sn82016014/10/24/ed-1/seq-1/1,Kansas
20137,89867,0,sn85025007,"Alexandria gazette (Alexandria, D.C...)",1913,7,28,seq-1,ed-1,1,https://articleextractor.org/pages/89867/vi_isogawa_ver01/sn85025007/7/28/ed-1/seq-1/1,District of Columbia
17606,89868,0,sn85042303,"The Daily Ardmoreite (Ardmore, Okla.)",1913,6,13,seq-1,ed-1,1,https://articleextractor.org/pages/89868/okhi_foss_ver01/sn85042303/6/13/ed-1/seq-1/1,Oklahoma
18193,89869,0,sn99062034,"The Madison daily leader (Madison, S.D.)",1917,11,12,seq-1,ed-1,1,https://articleextractor.org/pages/89869/sdhi_hawaii_ver01/sn99062034/11/12/ed-1/seq-1/1,South Dakota
18192,89870,0,sn99062034,"The Madison daily leader (Madison, S.D.)",1916,11,17,seq-1,ed-1,1,https://articleextractor.org/pages/89870/sdhi_hawaii_ver01/sn99062034/11/17/ed-1/seq-1/1,South Dakota
15690,89871,0,sn92073908,"The commonwealth. (Scotland Neck, ...)",1916,8,22,seq-1,ed-1,1,https://articleextractor.org/pages/89871/ncu_mitchell_ver01/sn92073908/8/22/ed-1/seq-1/1,North Carolina
20145,89872,0,sn85025007,"Alexandria gazette (Alexandria, D.C...)",1916,4,27,seq-1,ed-1,1,https://articleextractor.org/pages/89872/vi_isogawa_ver01/sn85025007/4/27/ed-1/seq-1/1,District of Columbia
15818,89873,0,sn88076741,"The pioneer express (Pembina, Dakota...)",1914,1,16,seq-2,ed-1,1,https://articleextractor.org/pages/89873/ndhi_bowbells_ver01/sn88076741/1/16/ed-1/seq-2/1,North Dakota
18764,89874,0,sn99065839,"The Morgan County press. (Wartburg, Tenn.)",1916,10,26,seq-5,ed-1,1,https://articleextractor.org/pages/89874/tu_harry_ver01/sn99065839/10/26/ed-1/seq-5/1,Tennessee
16266,89875,0,sn85035720,"Perth Amboy evening news (Perth Amboy, N....)",1916,1,22,seq-12,ed-2,1,https://articleextractor.org/pages/89875/njr_elder_ver01/sn85035720/1/22/ed-2/seq-12/1,New Jersey
13465,89876,0,sn89067273,"Mexico Missouri message. (Mexico, Audrain...)",1916,11,23,seq-2,ed-1,1,https://articleextractor.org/pages/89876/mohi_henri_ver01/sn89067273/11/23/ed-1/seq-2/1,Missouri
20491,89877,0,sn91066782,"The Barre daily times. (Barre, Vt.)",1912,6,25,seq-1,ed-1,1,https://articleextractor.org/pages/89877/vtu_daikon_ver01/sn91066782/6/25/ed-1/seq-1/1,Vermont
19103,89878,0,sn86088296,"The Austin weekly statesman. (Austin, Tex.)",1888,4,26,seq-1,ed-1,1,https://articleextractor.org/pages/89878/txdn_audi_ver01/sn86088296/4/26/ed-1/seq-1/1,Texas
16189,89879,0,sn85042224,"The Fargo forum and daily republican (Fargo, N.D.)",1914,6,3,seq-10,ed-1,1,https://articleextractor.org/pages/89879/ndhi_insectoid_ver01/sn85042224/6/3/ed-1/seq-10/1,North Dakota
14248,89880,0,sn86075021,"Daily Yellowstone journal (Miles City, Mon...)",1888,4,26,seq-1,ed-1,1,https://articleextractor.org/pages/89880/mthi_bobcat_ver02/sn86075021/4/26/ed-1/seq-1/1,Montana
6259,89881,0,sn83030214,New-York tribune (New York [N.Y.]),1888,7,17,seq-2,ed-1,1,https://articleextractor.org/pages/89881/dlc_isuzu_ver01/sn83030214/7/17/ed-1/seq-2/1,New York
19417,89882,0,sn86064205,"Fort Worth daily gazette. (Fort Worth, Tex...)",1888,6,10,seq-4,ed-1,1,https://articleextractor.org/pages/89882/txdn_hotel_ver02/sn86064205/6/10/ed-1/seq-4/1,Texas
6734,89883,0,sn82014546,"The Jeffersonian (Atlanta, Ga.)",1916,5,4,seq-7,ed-1,1,https://articleextractor.org/pages/89883/gu_fornax_ver01/sn82014546/5/4/ed-1/seq-7/1,Georgia
10568,89884,0,sn83045487,"The day book (Chicago, Ill.)",1916,7,22,seq-8,ed-1,1,https://articleextractor.org/pages/89884/iune_india_ver01/sn83045487/7/22/ed-1/seq-8/1,Illinois
16386,89885,0,sn94005878,"The Lovington leader. (Lovington, N.M.)",1916,4,28,seq-4,ed-1,1,https://articleextractor.org/pages/89885/nmu_elk_ver01/sn94005878/4/28/ed-1/seq-4/1,New Mexico
11528,89886,0,sn87060190,"The evening bulletin (Maysville, Ky.)",1888,10,8,seq-4,ed-1,1,https://articleextractor.org/pages/89886/kyu_hairspray_ver01/sn87060190/10/8/ed-1/seq-4/1,Kentucky
11922,89887,0,sn88065202,"The Republican (Oakland, Md.)",1913,7,10,seq-7,ed-1,1,https://articleextractor.org/pages/89887/mdu_hyssop_ver01/sn88065202/7/10/ed-1/seq-7/1,Maryland
16527,89888,0,sn83030272,The sun (New York [N.Y.]) 1833-1916,1912,7,15,seq-2,ed-1,1,https://articleextractor.org/pages/89888/nn_dansereau_ver02/sn83030272/7/15/ed-1/seq-2/1,New York
2010,89889,0,sn96060881,"Phoenix tribune (Phoenix, Ariz.)",1919,3,15,seq-1,ed-1,1,https://articleextractor.org/pages/89889/az_campfiregoneout_ver03/sn96060881/3/15/ed-1/seq-1/1,Arizona
2011,89889,1,sn96060881,"Phoenix tribune (Phoenix, Ariz.)",1919,3,15,seq-1,ed-1,1,https://articleextractor.org/pages/89889/az_campfiregoneout_ver03/sn96060881/3/15/ed-1/seq-1/1,Arizona
2012,89889,2,sn96060881,"Phoenix tribune (Phoenix, Ariz.)",1919,3,15,seq-1,ed-1,1,https://articleextractor.org/pages/89889/az_campfiregoneout_ver03/sn96060881/3/15/ed-1/seq-1/1,Arizona
